39.6843369,8.7765237
39.6147944,8.8148017
39.525128,8.5953806
39.3102887,8.5232928
39.0926246,8.7013494
39.1621875,8.5037945
39.3235907,8.6381339
40.9210701,9.4767685
41.065829,9.3894158
40.9344751,9.5168667
41.068398,9.388451
40.9344751,9.5168667
40.778905,9.6478536
40.6898441,9.7199697
40.7038668,9.7044004
40.6900152,9.7037837
39.7025765,9.0021268
39.7101901,9.2280324
39.6254639,9.3467566
39.5612736,9.0402786
39.553258,8.900658
39.8429044,9.6489378
39.8365922,9.6457849
39.6771462,9.4344923
39.8733963,9.5388539
40.4089033,9.6312601
40.383879,9.6092329
40.3776322,9.6917115
40.3779383,9.698444
40.4403235,9.7639157
40.283808,9.633261
0.281533,9.631557
40.283369,9.633429
39.742201,9.107523
39.808171,8.852724
40.289338,9.583192
40.289219,9.589075
40.27728,9.40158
40.32769,9.291489
39.527837,9.132551
39.211601,9.082403
40.829331,8.405808
40.825222,8.416012
40.663397,8.542075
40.730048,8.535667
40.746438,8.528407
40.833797,8.881469
40.587366,9.00126
40.594898,9.002174
39.901699,8.583329
39.895632,8.595848
39.918267,8.621925
39.907716,8.513277
39.973645,8.540939
39.909041,8.599063
39.930601,8.692582
39.724341,8.631874
40.90312,9.102817
40.023683,9.170099
40.214752,9.283616
40.170718,8.916678
39.212808,9.128959
39.061216,9.004119
39.035028,8.996236
39.306941,9.088674
39.216625,9.120869
39.22254,9.125181
39.218692,9.128564
39.218671,9.12503
39.221065,9.129648
39.293434,9.086559
39.287827,8.959423
39.311366,8.928482
39.344606,9.360628
39.257808,9.103798
39.395393,9.073446
40.729975,8.564634
40.7329,8.556998
40.741361,8.566179
40.650626,8.37791
40.718355,8.565938
40.735879,8.567636
40.750242,8.509737
40.747102,8.548781
40.735457,8.528786
39.221997,9.130339
39.232919,9.186516
39.211044,9.121195
39.557975,8.900658
39.414296,8.925812
39.223986,9.136664
39.003291,8.999275
39.154087,9.019218
39.171107,8.982312
39.72136,8.637738
39.774142,8.581073
39.924467,8.525917
39.901046,8.598509
39.997406,8.539034
39.883547,8.604901
39.906119,8.591667
39.770313,8.582413
39.905585,8.594081
40.322345,9.30654
40.323357,9.324773
40.119585,8.829753
40.125498,8.814615
40.141545,8.652355
39.919087,9.652893
39.926463,9.674617
39.225121,9.246987
39.24068,9.203756
39.553476,8.901375
39.555729,8.905679
39.199902,9.142864
39.217274,9.113466
39.357934,9.008199
39.306937,9.08869
40.418668,8.765666
40.418668,8.765666
40.522214,8.714909
40.524084,8.714339
39.906921,8.588355
40.663945,8.74601
40.663875,8.740489
39.486915,8.980757
39.481412,8.90986
39.31981,8.643957
*
40.613619,8.978781
40.283585,9.165618
40.92089,9.478419
40.214452,8.801938
39.685512,8.645287
39.260538,9.076578
40.938592,9.529903
39.306353,9.097519
40.749375,8.511723
39.306235,9.097644
*
40.234070,8.776692
39.456056,8.726419
39.565528,8.889108
